2025-08-12 10:40:11 INFO  Hooks:33 - Extent Report initialized.
2025-08-12 10:41:39 INFO  BookingPage:104 - Selected trip type: Long
2025-08-12 10:41:39 INFO  BookingPage:115 - Selected cab: Mini
2025-08-12 10:41:39 INFO  BookingPage:122 - Selected cab type: AC
2025-08-12 10:41:39 INFO  BookingPage:131 - Entered pickup date: 2025-08-25T00:00
2025-08-12 10:41:39 INFO  BookingPage:140 - Entered pickup time: 1899-12-31T06:00
2025-08-12 10:41:40 INFO  BookingPage:147 - Selected passenger count: 5
2025-08-12 10:41:40 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:40 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:40 INFO  BookingPage:170 - Booking confirmation message: Your Booking has been Confirmed..
2025-08-12 10:41:40 INFO  BookingStepsExcel:103 - Validating confirmation message. Expected: 'Your Booking has been Confirmed', Actual: 'Your Booking has been Confirmed..'
2025-08-12 10:41:40 INFO  Hooks:61 - Scenario Passed: Booking with row 1 from Excel data
2025-08-12 10:41:40 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:41 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:41 INFO  Hooks:66 - Scenario Ended: Booking with row 1 from Excel data
2025-08-12 10:41:41 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:41 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:42 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:42 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:42 INFO  Hooks:46 - Scenario Started: Verify that cab service link is working 
2025-08-12 10:41:43 INFO  ServicesPage:27 - Clicking Mini cab link
2025-08-12 10:41:44 INFO  ServicesPage:57 - Current page URL: https://webapps.tekstac.com/SeleniumApp2/CallTaxiService/mini.html
2025-08-12 10:41:44 INFO  Hooks:61 - Scenario Passed: Verify that cab service link is working
2025-08-12 10:41:44 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:46 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:46 INFO  Hooks:66 - Scenario Ended: Verify that cab service link is working
2025-08-12 10:41:46 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:46 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:47 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:47 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:47 INFO  Hooks:46 - Scenario Started: Verify that cab service link is working 
2025-08-12 10:41:48 INFO  ServicesPage:31 - Clicking Micro cab link
2025-08-12 10:41:49 INFO  ServicesPage:57 - Current page URL: https://webapps.tekstac.com/SeleniumApp2/CallTaxiService/micro.html
2025-08-12 10:41:49 INFO  Hooks:61 - Scenario Passed: Verify that cab service link is working
2025-08-12 10:41:49 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:50 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:50 INFO  Hooks:66 - Scenario Ended: Verify that cab service link is working
2025-08-12 10:41:50 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:50 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:52 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:52 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:52 INFO  Hooks:46 - Scenario Started: Verify that cab service link is working 
2025-08-12 10:41:53 INFO  ServicesPage:35 - Clicking Sedan cab link
2025-08-12 10:41:54 INFO  ServicesPage:57 - Current page URL: https://webapps.tekstac.com/SeleniumApp2/CallTaxiService/sedan.html
2025-08-12 10:41:54 INFO  Hooks:61 - Scenario Passed: Verify that cab service link is working
2025-08-12 10:41:54 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:55 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:55 INFO  Hooks:66 - Scenario Ended: Verify that cab service link is working
2025-08-12 10:41:55 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:55 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:56 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:57 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:57 INFO  Hooks:46 - Scenario Started: Verify that cab service link is working 
2025-08-12 10:41:58 INFO  ServicesPage:39 - Clicking SUV cab link
2025-08-12 10:41:58 INFO  ServicesPage:57 - Current page URL: https://webapps.tekstac.com/SeleniumApp2/CallTaxiService/suv.html
2025-08-12 10:41:58 INFO  Hooks:61 - Scenario Passed: Verify that cab service link is working
2025-08-12 10:41:58 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:42:01 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:42:01 INFO  Hooks:66 - Scenario Ended: Verify that cab service link is working
2025-08-12 10:42:02 INFO  Hooks:39 - Extent Report flushed and saved to: target/ExtentReport.html
